Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
4.4000	0.1434	0.0003	2.0924	0.5768	0.4232	<nil>	0.163749	0.000523	T	0.326264	0.000661	A -- T	0.337973	0.000667	B -- T	0.086833	0.000395	A -- B -- T	0.085181	0.000392
4.4100	0.1433	0.0003	2.0928	0.5769	0.4231	<nil>	0.164080	0.000524	T	0.326138	0.000661	A -- T	0.337744	0.000667	B -- T	0.086719	0.000395	A -- B -- T	0.085319	0.000392
4.4200	0.1433	0.0003	2.0929	0.5770	0.4230	<nil>	0.164381	0.000524	T	0.326019	0.000661	A -- T	0.337668	0.000667	B -- T	0.086612	0.000395	A -- B -- T	0.085319	0.000392
4.4300	0.1433	0.0003	2.0930	0.5771	0.4229	<nil>	0.164712	0.000524	T	0.325987	0.000661	A -- T	0.337508	0.000667	B -- T	0.086397	0.000394	A -- B -- T	0.085395	0.000392
4.4400	0.1432	0.0003	2.0932	0.5772	0.4228	<nil>	0.165038	0.000525	T	0.325776	0.000661	A -- T	0.337461	0.000667	B -- T	0.086387	0.000395	A -- B -- T	0.085339	0.000392
4.4500	0.1431	0.0003	2.0934	0.5773	0.4227	<nil>	0.165335	0.000525	T	0.325523	0.000661	A -- T	0.337463	0.000667	B -- T	0.086420	0.000395	A -- B -- T	0.085259	0.000392
4.4600	0.1430	0.0003	2.0934	0.5774	0.4226	<nil>	0.165696	0.000526	T	0.325458	0.000661	A -- T	0.337321	0.000667	B -- T	0.086262	0.000394	A -- B -- T	0.085263	0.000392
4.4700	0.1430	0.0003	2.0935	0.5775	0.4225	<nil>	0.166035	0.000526	T	0.325261	0.000661	A -- T	0.337304	0.000667	B -- T	0.086209	0.000394	A -- B -- T	0.085191	0.000392
4.4800	0.1429	0.0003	2.0935	0.5776	0.4224	<nil>	0.166395	0.000527	T	0.325105	0.000661	A -- T	0.337314	0.000667	B -- T	0.086076	0.000394	A -- B -- T	0.085109	0.000392
4.4900	0.1428	0.0003	2.0936	0.5778	0.4222	<nil>	0.166726	0.000527	T	0.325008	0.000661	A -- T	0.337154	0.000667	B -- T	0.086032	0.000394	A -- B -- T	0.085079	0.000392
4.5000	0.1428	0.0003	2.0936	0.5779	0.4221	<nil>	0.167052	0.000527	T	0.324851	0.000661	A -- T	0.337165	0.000667	B -- T	0.085957	0.000394	A -- B -- T	0.084975	0.000392
4.5100	0.1428	0.0003	2.0935	0.5780	0.4220	<nil>	0.167381	0.000528	T	0.324828	0.000660	A -- T	0.337062	0.000667	B -- T	0.085794	0.000393	A -- B -- T	0.084934	0.000391
4.5200	0.1427	0.0003	2.0938	0.5782	0.4218	<nil>	0.167736	0.000528	T	0.324654	0.000660	A -- T	0.336914	0.000667	B -- T	0.085804	0.000393	A -- B -- T	0.084892	0.000391
4.5300	0.1426	0.0003	2.0938	0.5783	0.4217	<nil>	0.168067	0.000529	T	0.324488	0.000660	A -- T	0.336903	0.000667	B -- T	0.085723	0.000393	A -- B -- T	0.084820	0.000391
4.5400	0.1426	0.0003	2.0939	0.5785	0.4215	<nil>	0.168398	0.000529	T	0.324472	0.000660	A -- T	0.336744	0.000667	B -- T	0.085599	0.000393	A -- B -- T	0.084787	0.000391
4.5500	0.1426	0.0003	2.0939	0.5786	0.4214	<nil>	0.168705	0.000530	T	0.324376	0.000660	A -- T	0.336653	0.000667	B -- T	0.085518	0.000393	A -- B -- T	0.084748	0.000391
4.5600	0.1425	0.0003	2.0937	0.5788	0.4212	<nil>	0.169044	0.000530	T	0.324347	0.000660	A -- T	0.336609	0.000667	B -- T	0.085380	0.000392	A -- B -- T	0.084621	0.000391
4.5700	0.1425	0.0003	2.0940	0.5789	0.4211	<nil>	0.169393	0.000530	T	0.324126	0.000660	A -- T	0.336506	0.000667	B -- T	0.085406	0.000392	A -- B -- T	0.084570	0.000391
4.5800	0.1423	0.0003	2.0944	0.5789	0.4211	<nil>	0.169715	0.000531	T	0.323859	0.000660	A -- T	0.336436	0.000667	B -- T	0.085343	0.000392	A -- B -- T	0.084646	0.000391
4.5900	0.1422	0.0003	2.0944	0.5789	0.4211	<nil>	0.170022	0.000531	T	0.323641	0.000660	A -- T	0.336460	0.000667	B -- T	0.085277	0.000392	A -- B -- T	0.084600	0.000391
4.6000	0.1421	0.0003	2.0946	0.5792	0.4208	<nil>	0.170356	0.000532	T	0.323386	0.000660	A -- T	0.336424	0.000667	B -- T	0.085409	0.000392	A -- B -- T	0.084424	0.000390
4.6100	0.1421	0.0003	2.0949	0.5792	0.4208	<nil>	0.170665	0.000532	T	0.323213	0.000660	A -- T	0.336317	0.000667	B -- T	0.085296	0.000392	A -- B -- T	0.084509	0.000391
4.6200	0.1420	0.0003	2.0949	0.5793	0.4207	<nil>	0.170979	0.000532	T	0.323065	0.000660	A -- T	0.336299	0.000667	B -- T	0.085259	0.000392	A -- B -- T	0.084398	0.000390
4.6300	0.1419	0.0003	2.0951	0.5794	0.4206	<nil>	0.171346	0.000533	T	0.322843	0.000659	A -- T	0.336226	0.000666	B -- T	0.085166	0.000392	A -- B -- T	0.084419	0.000390
4.6400	0.1419	0.0003	2.0952	0.5795	0.4205	<nil>	0.171670	0.000533	T	0.322778	0.000659	A -- T	0.336047	0.000666	B -- T	0.085017	0.000392	A -- B -- T	0.084487	0.000390
4.6500	0.1418	0.0003	2.0953	0.5796	0.4204	<nil>	0.172011	0.000534	T	0.322693	0.000659	A -- T	0.335936	0.000666	B -- T	0.084908	0.000391	A -- B -- T	0.084453	0.000390
4.6600	0.1417	0.0003	2.0956	0.5797	0.4203	<nil>	0.172356	0.000534	T	0.322523	0.000659	A -- T	0.335784	0.000666	B -- T	0.084799	0.000391	A -- B -- T	0.084537	0.000391
4.6700	0.1417	0.0003	2.0958	0.5798	0.4202	<nil>	0.172738	0.000534	T	0.322368	0.000659	A -- T	0.335603	0.000666	B -- T	0.084724	0.000391	A -- B -- T	0.084567	0.000391
4.6800	0.1416	0.0003	2.0959	0.5799	0.4201	<nil>	0.173123	0.000535	T	0.322186	0.000659	A -- T	0.335550	0.000666	B -- T	0.084590	0.000391	A -- B -- T	0.084551	0.000391
4.6900	0.1415	0.0003	2.0959	0.5801	0.4199	<nil>	0.173474	0.000535	T	0.322059	0.000659	A -- T	0.335462	0.000666	B -- T	0.084541	0.000391	A -- B -- T	0.084464	0.000391
4.7000	0.1415	0.0003	2.0962	0.5803	0.4197	<nil>	0.173797	0.000536	T	0.321874	0.000659	A -- T	0.335343	0.000666	B -- T	0.084638	0.000391	A -- B -- T	0.084348	0.000390
4.7100	0.1414	0.0003	2.0965	0.5805	0.4195	<nil>	0.174130	0.000536	T	0.321671	0.000659	A -- T	0.335206	0.000666	B -- T	0.084682	0.000391	A -- B -- T	0.084311	0.000390
4.7200	0.1413	0.0003	2.0966	0.5807	0.4193	<nil>	0.174452	0.000537	T	0.321557	0.000659	A -- T	0.335099	0.000666	B -- T	0.084720	0.000391	A -- B -- T	0.084172	0.000390
4.7300	0.1413	0.0003	2.0969	0.5808	0.4192	<nil>	0.174752	0.000537	T	0.321427	0.000659	A -- T	0.334931	0.000666	B -- T	0.084619	0.000391	A -- B -- T	0.084271	0.000390
4.7400	0.1412	0.0003	2.0973	0.5809	0.4191	<nil>	0.175042	0.000537	T	0.321237	0.000659	A -- T	0.334734	0.000666	B -- T	0.084629	0.000391	A -- B -- T	0.084359	0.000390
4.7500	0.1411	0.0003	2.0975	0.5811	0.4189	<nil>	0.175347	0.000538	T	0.321141	0.000659	A -- T	0.334559	0.000666	B -- T	0.084622	0.000391	A -- B -- T	0.084331	0.000390
4.7600	0.1410	0.0003	2.0980	0.5812	0.4188	<nil>	0.175685	0.000538	T	0.320847	0.000658	A -- T	0.334459	0.000666	B -- T	0.084681	0.000391	A -- B -- T	0.084329	0.000390
4.7700	0.1410	0.0003	2.0983	0.5816	0.4184	<nil>	0.176003	0.000538	T	0.320768	0.000658	A -- T	0.334175	0.000665	B -- T	0.084822	0.000391	A -- B -- T	0.084231	0.000390
4.7800	0.1409	0.0003	2.0988	0.5819	0.4181	<nil>	0.176358	0.000539	T	0.320553	0.000658	A -- T	0.333971	0.000665	B -- T	0.084961	0.000392	A -- B -- T	0.084157	0.000390
4.7900	0.1408	0.0003	2.0992	0.5821	0.4179	<nil>	0.176700	0.000539	T	0.320338	0.000658	A -- T	0.333771	0.000665	B -- T	0.085105	0.000392	A -- B -- T	0.084085	0.000390
4.8000	0.1408	0.0003	2.0993	0.5823	0.4177	<nil>	0.177046	0.000540	T	0.320306	0.000658	A -- T	0.333558	0.000665	B -- T	0.084986	0.000391	A -- B -- T	0.084105	0.000390
4.8100	0.1407	0.0003	2.0991	0.5825	0.4175	<nil>	0.177390	0.000540	T	0.320226	0.000658	A -- T	0.333566	0.000665	B -- T	0.084859	0.000391	A -- B -- T	0.083959	0.000389
4.8200	0.1407	0.0003	2.0989	0.5826	0.4174	<nil>	0.177683	0.000540	T	0.320229	0.000658	A -- T	0.333514	0.000665	B -- T	0.084697	0.000391	A -- B -- T	0.083877	0.000389
4.8300	0.1407	0.0003	2.0993	0.5828	0.4172	<nil>	0.177999	0.000541	T	0.320046	0.000658	A -- T	0.333309	0.000665	B -- T	0.084759	0.000391	A -- B -- T	0.083887	0.000389
4.8400	0.1406	0.0003	2.0995	0.5830	0.4170	<nil>	0.178326	0.000541	T	0.319955	0.000658	A -- T	0.333123	0.000665	B -- T	0.084751	0.000391	A -- B -- T	0.083845	0.000389
4.8500	0.1405	0.0003	2.0998	0.5831	0.4169	<nil>	0.178667	0.000542	T	0.319732	0.000658	A -- T	0.333010	0.000665	B -- T	0.084712	0.000391	A -- B -- T	0.083880	0.000389
4.8600	0.1405	0.0003	2.0998	0.5832	0.4168	<nil>	0.178984	0.000542	T	0.319643	0.000658	A -- T	0.332935	0.000665	B -- T	0.084559	0.000391	A -- B -- T	0.083878	0.000389
4.8700	0.1405	0.0003	2.0995	0.5834	0.4166	<nil>	0.179306	0.000542	T	0.319615	0.000658	A -- T	0.332897	0.000665	B -- T	0.084523	0.000391	A -- B -- T	0.083659	0.000389
4.8800	0.1404	0.0003	2.0996	0.5835	0.4165	<nil>	0.179609	0.000543	T	0.319493	0.000658	A -- T	0.332822	0.000665	B -- T	0.084426	0.000390	A -- B -- T	0.083650	0.000389
4.8900	0.1404	0.0003	2.0997	0.5836	0.4164	<nil>	0.179925	0.000543	T	0.319441	0.000658	A -- T	0.332664	0.000665	B -- T	0.084247	0.000390	A -- B -- T	0.083722	0.000389
4.9000	0.1403	0.0003	2.0999	0.5838	0.4162	<nil>	0.180256	0.000544	T	0.319319	0.000658	A -- T	0.332492	0.000665	B -- T	0.084182	0.000390	A -- B -- T	0.083752	0.000389
4.9100	0.1403	0.0003	2.1003	0.5840	0.4160	<nil>	0.180593	0.000544	T	0.319213	0.000658	A -- T	0.332209	0.000664	B -- T	0.084176	0.000390	A -- B -- T	0.083809	0.000389
4.9200	0.1403	0.0003	2.1005	0.5842	0.4158	<nil>	0.180899	0.000544	T	0.319184	0.000658	A -- T	0.331966	0.000664	B -- T	0.084072	0.000390	A -- B -- T	0.083879	0.000389
4.9300	0.1403	0.0003	2.1004	0.5844	0.4156	<nil>	0.181191	0.000545	T	0.319245	0.000658	A -- T	0.331767	0.000664	B -- T	0.084003	0.000389	A -- B -- T	0.083794	0.000389
4.9400	0.1402	0.0003	2.1007	0.5848	0.4152	<nil>	0.181469	0.000545	T	0.319092	0.000657	A -- T	0.331611	0.000664	B -- T	0.084192	0.000390	A -- B -- T	0.083635	0.000389
4.9500	0.1402	0.0003	2.1011	0.5850	0.4150	<nil>	0.181792	0.000545	T	0.318982	0.000657	A -- T	0.331320	0.000664	B -- T	0.084225	0.000390	A -- B -- T	0.083680	0.000389
4.9600	0.1402	0.0003	2.1015	0.5852	0.4148	<nil>	0.182124	0.000546	T	0.318942	0.000657	A -- T	0.331013	0.000664	B -- T	0.084178	0.000390	A -- B -- T	0.083743	0.000389
4.9700	0.1402	0.0003	2.1011	0.5855	0.4145	<nil>	0.182469	0.000546	T	0.318915	0.000657	A -- T	0.331040	0.000664	B -- T	0.084092	0.000390	A -- B -- T	0.083484	0.000388
4.9800	0.1401	0.0003	2.1011	0.5856	0.4144	<nil>	0.182770	0.000546	T	0.318720	0.000657	A -- T	0.331043	0.000664	B -- T	0.084124	0.000390	A -- B -- T	0.083343	0.000388
